url,prediksi_sistem,skor_final,y_pred(biner),y_true(biner),sel
audy88l.xyz,HIGH,100.0,1,1,TP
toto12speed.site,LOW,0.0,0,1,FN
www.kopatheme.net,MEDIUM,50.0,1,1,TP
metamopower.com,HIGH,82.5,1,1,TP
dian4d6.skin,HIGH,100.0,1,1,TP
ketuasusislot.space,HIGH,100.0,1,1,TP
fortuneslot88shark.com,HIGH,100.0,1,1,TP
agung1.agung-1.space,HIGH,100.0,1,1,TP
ampomislothk.com,LOW,20.0,0,1,FN
www.tsrzxh.com,MEDIUM,27.65,1,1,TP
mutiara.restutogel.bet,MEDIUM,50.0,1,1,TP
mpo0404satu.xyz,HIGH,100.0,1,1,TP
jokijpidn.ink,HIGH,100.0,1,1,TP
daget4donterus.space,MEDIUM,40.15,1,1,TP
satuberlimpah.semarhokisaya.com,HIGH,100.0,1,1,TP
kejutanroyal.com,HIGH,100.0,1,1,TP
baywin88a.com,HIGH,100.0,1,1,TP
alt5.andara99gacor.com,HIGH,100.0,1,1,TP
gopayslot77.site,HIGH,100.0,1,1,TP
racelist.kyotei24.jp,LOW,0.0,0,1,FN
poki.com,LOW,12.5,0,0,TN
crazygames.com,LOW,15.0,0,0,TN
miniclip.com,LOW,5.52,0,0,TN
y8.com,LOW,0.0,0,0,TN
agame.com,LOW,22.5,0,0,TN
kongregate.com,LOW,16.98,0,0,TN
armorgames.com,-,-,0,0,TN
addictinggames.com,LOW,0.0,0,0,TN
coolmathgames.com,LOW,0.0,0,0,TN
friv.com,LOW,0.0,0,0,TN
kizi.com,LOW,9.61,0,0,TN
gamesgames.com,LOW,16.14,0,0,TN
silvergames.com,LOW,0.0,0,0,TN
newgrounds.com,-,-,0,0,TN
itch.io,LOW,7.5,0,0,TN
pogo.com,-,-,0,0,TN
bgames.com,LOW,7.5,0,0,TN
lagged.com,MEDIUM,31.34,1,0,FP
gamepix.com,LOW,0.0,0,0,TN
twoplayergames.org,LOW,0.0,0,0,TN
1001games.com,LOW,9.97,0,0,TN
spele.nl,LOW,21.86,0,0,TN
juegos.com,-,-,0,0,TN
spielaffe.de,LOW,0.0,0,0,TN
jetztspielen.de,MEDIUM,37.46,1,0,FP
jeux.fr,MEDIUM,27.23,1,0,FP
jogos360.com.br,MEDIUM,34.28,1,0,FP
plays.org,-,-,0,0,TN
gameflare.com,LOW,5.0,0,0,TN
primarygames.com,-,-,0,0,TN
abcya.com,LOW,2.87,0,0,TN
funbrain.com,LOW,0.0,0,0,TN
mathplayground.com,-,-,0,0,TN
hoodamath.com,LOW,0.0,0,0,TN
html5games.com,LOW,0.0,0,0,TN
onlinegames.io,LOW,0.0,0,0,TN
gogy.com,LOW,15.0,0,0,TN
kbhgames.com,LOW,0.0,0,0,TN
gamemonetize.com,LOW,12.5,0,0,TN
yiv.com,LOW,2.55,0,0,TN
girlsgogames.com,LOW,7.5,0,0,TN
mousebreaker.com,LOW,8.46,0,0,TN
notdoppler.com,LOW,0.0,0,0,TN
miniplay.com,LOW,0.0,0,0,TN
crazygames.id,LOW,0.0,0,0,TN
slotomania.com,-,-,0,0,TN
doubledowncasino.com,-,-,0,0,TN
bigfishgames.com,LOW,21.99,0,0,TN
huugegames.com,-,-,0,0,TN
playtika.com,LOW,20.0,0,0,TN
zynga.com,LOW,20.0,0,0,TN
gametwist.com,-,-,0,0,TN
jackpotpartycasino.com,-,-,0,0,TN
houseoffun.com,-,-,0,0,TN
doubleugames.com,-,-,0,0,TN
playstudios.com,-,-,0,0,TN
gsngames.com,-,-,0,0,TN
productmadness.com,-,-,0,0,TN
sciplay.com,LOW,0.0,0,0,TN
slotpark.com,LOW,5.0,0,0,TN
murka.com,LOW,0.0,0,0,TN
bingoblitz.com,-,-,0,0,TN
slingo.com,HIGH,57.54,1,0,FP
wooga.com,LOW,0.0,0,0,TN
gameloft.com,LOW,5.0,0,0,TN
mahjongtime.com,-,-,0,0,TN
247mahjong.com,-,-,0,0,TN
mahjong.com,LOW,15.58,0,0,TN
mahjonggames.com,LOW,9.66,0,0,TN
freemahjong.org,HIGH,50.0,1,0,FP
arkadium.com,-,-,0,0,TN
solitaired.com,LOW,5.0,0,0,TN
worldofsolitaire.com,LOW,20.0,0,0,TN
247solitaire.com,-,-,0,0,TN
cardgames.io,LOW,5.0,0,0,TN
trickstercards.com,LOW,0.0,0,0,TN
gametop.com,HIGH,62.5,1,0,FP
gamehouse.com,LOW,0.0,0,0,TN
247games.com,-,-,0,0,TN
247cardgames.com,LOW,0.0,0,0,TN
mahjongg.com,LOW,13.55,0,0,TN
playok.com,-,-,0,0,TN
boardgamearena.com,LOW,0.0,0,0,TN
chess.com,LOW,7.5,0,0,TN
lichess.org,LOW,0.0,0,0,TN
sudoku.com,LOW,0.0,0,0,TN
jigsawplanet.com,-,-,0,0,TN
klondikesolitaire.com,LOW,20.0,0,0,TN
spider-solitaire.com,-,-,0,0,TN
supercell.com,LOW,12.5,0,0,TN
king.com,LOW,3.4,0,0,TN
rovio.com,LOW,7.5,0,0,TN
ea.com,LOW,0.0,0,0,TN
ubisoft.com,LOW,7.5,0,0,TN
minecraft.net,LOW,0.0,0,0,TN
garena.com,LOW,0.0,0,0,TN
riotgames.com,-,-,0,0,TN
blizzard.com,-,-,0,0,TN
nintendo.com,LOW,0.0,0,0,TN
playstation.com,MEDIUM,32.5,1,0,FP
xbox.com,LOW,0.0,0,0,TN
epicgames.com,LOW,0.0,0,0,TN
roblox.com,-,-,0,0,TN
innersloth.com,LOW,5.0,0,0,TN
hoyoverse.com,HIGH,52.5,1,0,FP
mihoyo.com,LOW,15.0,0,0,TN
nianticlabs.com,LOW,0.0,0,0,TN
pokemongolive.com,LOW,0.0,0,0,TN
neteasegames.com,LOW,5.0,0,0,TN
voodoo.io,LOW,0.0,0,0,TN
scopely.com,-,-,0,0,TN
jamcity.com,LOW,0.0,0,0,TN
glu.com,LOW,0.0,0,0,TN
kabam.com,LOW,7.5,0,0,TN
nexon.com,LOW,7.5,0,0,TN
krafton.com,LOW,5.0,0,0,TN
com2us.com,MEDIUM,49.83,1,0,FP
store.steampowered.com,LOW,0.0,0,0,TN
gog.com,LOW,7.5,0,0,TN
humblebundle.com,-,-,0,0,TN
greenmangaming.com,LOW,0.0,0,0,TN
fanatical.com,LOW,0.0,0,0,TN
clashofclans.com,LOW,0.0,0,0,TN
clashroyale.com,LOW,0.0,0,0,TN
brawlstars.com,LOW,0.0,0,0,TN
candycrushsaga.com,LOW,1.76,0,0,TN
sybogames.com,LOW,15.0,0,0,TN
angrybirds.com,-,-,0,0,TN
halfbrick.com,LOW,0.0,0,0,TN
fortnite.com,LOW,0.0,0,0,TN
playvalorant.com,LOW,7.5,0,0,TN
leagueoflegends.com,LOW,0.0,0,0,TN
dota2.com,LOW,0.0,0,0,TN
counter-strike.net,LOW,5.0,0,0,TN
apexlegends.com,LOW,25.0,0,0,TN
callofduty.com,LOW,0.0,0,0,TN
rockstargames.com,LOW,0.0,0,0,TN
konami.com,LOW,0.0,0,0,TN
square-enix-games.com,LOW,0.0,0,0,TN
sega.com,LOW,7.5,0,0,TN
capcom.com,LOW,11.97,0,0,TN
bandainamcoent.com,LOW,12.5,0,0,TN
atlus.com,LOW,0.0,0,0,TN
devolverdigital.com,LOW,5.0,0,0,TN
warframe.com,LOW,0.0,0,0,TN
pathofexile.com,LOW,7.5,0,0,TN
deadbydaylight.com,MEDIUM,30.0,1,0,FP
smitegame.com,LOW,25.0,0,0,TN
supergiantgames.com,LOW,15.0,0,0,TN
ageofempires.com,LOW,12.5,0,0,TN
ageofmythology.com,MEDIUM,35.04,1,0,FP
theoi.com,LOW,0.0,0,0,TN
greekmythology.com,-,-,0,0,TN
hades.game,-,-,0,0,TN
duniagames.co.id,LOW,7.5,0,0,TN
gamebrott.com,LOW,0.0,0,0,TN
ggwp.id,LOW,7.5,0,0,TN
oneesports.id,-,-,0,0,TN
esportsku.com,LOW,0.0,0,0,TN
hybrid.co.id,LOW,20.0,0,0,TN
revivaltv.id,-,-,0,0,TN
vcgamers.com,LOW,0.0,0,0,TN
itemku.com,LOW,12.5,0,0,TN
gamefever.id,-,-,0,0,TN
dafunda.com,LOW,0.0,0,0,TN
kotakgame.com,LOW,0.0,0,0,TN
jagatplay.com,-,-,0,0,TN
gamedaim.com,LOW,0.0,0,0,TN
esportsnesia.com,LOW,15.0,0,0,TN
kincir.com,LOW,0.0,0,0,TN
indogamers.com,LOW,5.0,0,0,TN
ligagame.com,-,-,0,0,TN
gamefinity.id,LOW,0.0,0,0,TN
skor.id,-,-,0,0,TN
ign.com,MEDIUM,30.0,1,0,FP
gamespot.com,LOW,12.5,0,0,TN
polygon.com,LOW,17.5,0,0,TN
kotaku.com,LOW,0.0,0,0,TN
pcgamer.com,LOW,12.5,0,0,TN
eurogamer.net,MEDIUM,30.0,1,0,FP
rockpapershotgun.com,LOW,25.0,0,0,TN
gamesradar.com,LOW,12.5,0,0,TN
destructoid.com,LOW,7.5,0,0,TN
vg247.com,LOW,15.0,0,0,TN
gematsu.com,LOW,0.0,0,0,TN
dualshockers.com,LOW,7.5,0,0,TN
gamerant.com,LOW,12.5,0,0,TN
thegamer.com,LOW,12.5,0,0,TN
nintendolife.com,-,-,0,0,TN
pushsquare.com,-,-,0,0,TN
purexbox.com,-,-,0,0,TN
3djuegos.com,LOW,0.0,0,0,TN
gameinformer.com,LOW,12.5,0,0,TN
metacritic.com,LOW,0.0,0,0,TN
play.google.com,LOW,0.0,0,0,TN
apps.apple.com,LOW,7.5,0,0,TN
apkpure.com,LOW,0.0,0,0,TN
apkmirror.com,LOW,0.0,0,0,TN
uptodown.com,MEDIUM,31.15,1,0,FP
softonic.com,LOW,0.0,0,0,TN
apkcombo.com,LOW,0.0,0,0,TN
malavida.com,LOW,7.7,0,0,TN
aptoide.com,LOW,20.0,0,0,TN
f-droid.org,LOW,0.0,0,0,TN
razer.com,LOW,0.0,0,0,TN
logitechg.com,LOW,0.0,0,0,TN
steelseries.com,LOW,12.5,0,0,TN
hyperx.com,LOW,17.5,0,0,TN
corsair.com,LOW,0.0,0,0,TN
kompas.com,LOW,0.0,0,0,TN
detik.com,LOW,1.89,0,0,TN
cnnindonesia.com,LOW,0.0,0,0,TN
tribunnews.com,LOW,0.0,0,0,TN
liputan6.com,LOW,0.0,0,0,TN
kumparan.com,LOW,0.0,0,0,TN
tempo.co,LOW,0.0,0,0,TN
antaranews.com,LOW,0.0,0,0,TN
suara.com,LOW,23.8,0,0,TN
merdeka.com,LOW,11.98,0,0,TN
okezone.com,LOW,11.08,0,0,TN
sindonews.com,LOW,0.0,0,0,TN
republika.co.id,LOW,0.0,0,0,TN
jpnn.com,-,-,0,0,TN
viva.co.id,LOW,0.0,0,0,TN
kompas.tv,LOW,0.0,0,0,TN
idntimes.com,LOW,12.5,0,0,TN
tirto.id,LOW,0.0,0,0,TN
kontan.co.id,LOW,0.0,0,0,TN
bisnis.com,LOW,0.0,0,0,TN
komdigi.go.id,LOW,0.0,0,0,TN
kominfo.go.id,-,-,0,0,TN
kemenkeu.go.id,LOW,0.0,0,0,TN
kemdikbud.go.id,-,-,0,0,TN
indonesia.go.id,LOW,0.0,0,0,TN
polri.go.id,LOW,0.0,0,0,TN
bi.go.id,LOW,0.0,0,0,TN
ojk.go.id,LOW,0.0,0,0,TN
kemkes.go.id,-,-,0,0,TN
ruangguru.com,LOW,0.0,0,0,TN
zenius.net,LOW,0.0,0,0,TN
quipper.com,LOW,0.0,0,0,TN
sekolah.mu,-,-,0,0,TN
brainpop.com,-,-,0,0,TN
prodigygame.com,LOW,0.0,0,0,TN
khanacademy.org,LOW,0.0,0,0,TN
ajaib.co.id,-,-,0,0,TN
bibit.id,LOW,0.0,0,0,TN
stockbit.com,LOW,0.0,0,0,TN
pluang.com,LOW,0.0,0,0,TN
bareksa.com,LOW,0.0,0,0,TN
indodax.com,LOW,0.0,0,0,TN
tokocrypto.com,LOW,4.81,0,0,TN
pintu.co.id,LOW,0.0,0,0,TN
reku.id,LOW,0.0,0,0,TN
dana.id,LOW,0.0,0,0,TN
flip.id,LOW,0.0,0,0,TN
jenius.com,LOW,7.5,0,0,TN
gopay.co.id,LOW,0.0,0,0,TN
linkaja.id,LOW,0.0,0,0,TN
ovo.id,LOW,15.0,0,0,TN
tokopedia.com,LOW,20.0,0,0,TN
shopee.co.id,LOW,0.0,0,0,TN
bukalapak.com,LOW,2.21,0,0,TN
blibli.com,LOW,0.0,0,0,TN
lazada.co.id,-,-,0,0,TN
zalora.co.id,LOW,7.5,0,0,TN
tiket.com,MEDIUM,27.5,1,0,FP
traveloka.com,LOW,0.0,0,0,TN
grab.com,LOW,0.0,0,0,TN
gojek.com,LOW,7.5,0,0,TN
halodoc.com,LOW,0.0,0,0,TN
2k.com,LOW,0.0,0,0,TN
activision.com,LOW,0.0,0,0,TN
take2games.com,LOW,0.0,0,0,TN
gearboxsoftware.com,-,-,0,0,TN
cdprojektred.com,LOW,7.5,0,0,TN
larian.com,LOW,7.5,0,0,TN
thqnordic.com,LOW,7.5,0,0,TN
paradoxinteractive.com,LOW,0.0,0,0,TN
playdead.com,LOW,0.0,0,0,TN
klei.com,LOW,7.5,0,0,TN
thatgamecompany.com,LOW,0.0,0,0,TN
hellogames.org,LOW,0.0,0,0,TN
tencent.com,LOW,5.0,0,0,TN
gamejolt.com,-,-,0,0,TN
gameforge.com,LOW,0.0,0,0,TN
pcgamesn.com,LOW,12.5,0,0,TN
wccftech.com,LOW,12.5,0,0,TN
twinfinite.net,LOW,0.0,0,0,TN
gamesindustry.biz,LOW,0.0,0,0,TN
gamedeveloper.com,LOW,5.0,0,0,TN
gamingbible.com,LOW,0.0,0,0,TN
screenrant.com,LOW,12.5,0,0,TN
liquipedia.net,LOW,18.07,0,0,TN
hltv.org,LOW,12.5,0,0,TN
dotabuff.com,MEDIUM,32.5,1,0,FP
op.gg,LOW,0.0,0,0,TN
tracker.gg,LOW,7.5,0,0,TN
vlr.gg,LOW,17.5,0,0,TN
eslgaming.com,LOW,7.5,0,0,TN
